original_glcm_Autocorrelation;original_glcm_ClusterProminence;original_glcm_ClusterShade;original_glcm_ClusterTendency;original_glcm_Contrast;original_glcm_Correlation;original_glcm_DifferenceAverage;original_glcm_DifferenceEntropy;original_glcm_DifferenceVariance;original_glcm_Id;original_glcm_Idm;original_glcm_Idmn;original_glcm_Idn;original_glcm_Imc1;original_glcm_Imc2;original_glcm_InverseVariance;original_glcm_JointAverage;original_glcm_JointEnergy;original_glcm_JointEntropy;original_glcm_MCC;original_glcm_MaximumProbability;original_glcm_SumAverage;original_glcm_SumEntropy;original_glcm_SumSquares;HasContrast
7,878;2195,232;145,193;15,485;0,788;0,903;0,298;0,964;0,696;0,89;0,884;0,995;0,978;-0,535;0,921;0,159;2,05;0,427;2,6;0,926;0,648;4,101;2,211;4,068;0
8,274;2150,486;152,222;16,874;0,906;0,898;0,357;1,092;0,776;0,874;0,864;0,994;0,973;-0,479;0,9;0,154;2,069;0,464;2,647;0,915;0,678;4,139;2,158;4,445;1
7,705;1999,196;134,945;14,99;0,736;0,906;0,286;0,941;0,651;0,894;0,888;0,995;0,978;-0,546;0,922;0,153;2,035;0,445;2,539;0,931;0,662;4,07;2,16;3,932;0
7,279;1821,201;133,761;14,934;0,97;0,878;0,374;1,119;0,828;0,872;0,86;0,993;0,972;-0,426;0,86;0,147;1,946;0,498;2,493;0,898;0,703;3,893;2,003;3,976;0
7,139;1754,487;129,085;14,517;0,885;0,885;0,354;1,085;0,758;0,877;0,866;0,994;0,973;-0,44;0,865;0,145;1,931;0,502;2,458;0,903;0,706;3,863;1,985;3,851;0
11,37;2239,437;154,216;21,128;0,976;0,912;0,445;1,276;0,775;0,834;0,821;0,993;0,966;-0,458;0,926;0,221;2,516;0,315;3,303;0,928;0,554;5,033;2,687;5,526;0
8,254;1980,062;142,374;16,59;0,798;0,908;0,337;1,063;0,682;0,877;0,867;0,994;0,974;-0,481;0,897;0,16;2,075;0,461;2,591;0,925;0,676;4,15;2,13;4,347;0
8,416;2033,757;146,339;17,043;0,73;0,918;0,315;1,018;0,63;0,884;0,875;0,995;0,976;-0,504;0,903;0,153;2,083;0,477;2,515;0,935;0,687;4,165;2,082;4,443;0
7,657;2623,629;175,371;16,732;0,636;0,927;0,211;0,736;0,59;0,927;0,923;0,996;0,984;-0,586;0,898;0,103;1,906;0,569;1,995;0,95;0,752;3,812;1,735;4,342;0
7,465;2161,296;153,685;15,899;0,737;0,911;0,282;0,929;0,655;0,9;0,892;0,995;0,979;-0,502;0,879;0,131;1,917;0,543;2,218;0,933;0,735;3,834;1,846;4,159;0
6,872;2182,663;153,881;15,081;0,68;0,914;0,227;0,772;0,626;0,924;0,918;0,995;0,983;-0,548;0,866;0,097;1,809;0,629;1,842;0,94;0,792;3,617;1,551;3,94;0
8,452;2492,199;174,794;18,328;0,578;0,939;0,225;0,793;0,526;0,919;0,914;0,996;0,983;-0,585;0,9;0,109;2,004;0,584;2,017;0,959;0,762;4,007;1,714;4,726;0
6,758;1988,062;141,921;14,394;0,6;0,92;0,231;0,809;0,545;0,917;0,911;0,996;0,983;-0,535;0,873;0,114;1,819;0,588;1,981;0,941;0,765;3,639;1,675;3,748;0
8,462;2267,734;161,274;17,686;0,655;0,929;0,285;0,953;0,572;0,894;0,886;0,995;0,978;-0,52;0,901;0,145;2,05;0,503;2,384;0,945;0,707;4,101;1,997;4,585;0
6,674;1797,573;128,394;13,601;0,881;0,878;0,337;1,047;0,766;0,881;0,872;0,994;0,975;-0,44;0,861;0,151;1,869;0,495;2,413;0,899;0,701;3,739;1,973;3,621;0
9,079;2482,187;165,033;17,874;0,821;0,912;0,328;1,03;0,71;0,876;0,87;0,994;0,975;-0,508;0,924;0,185;2,195;0,362;2,854;0,928;0,591;4,389;2,428;4,674;0
6,754;1733,124;125,322;13,631;0,894;0,877;0,347;1,071;0,771;0,877;0,867;0,994;0,974;-0,437;0,864;0,155;1,889;0,485;2,467;0,897;0,693;3,779;2,011;3,631;0
8,424;2262,945;153,189;16,61;0,722;0,917;0,302;0,981;0,628;0,885;0,879;0,995;0,977;-0,52;0,922;0,175;2,11;0,392;2,712;0,933;0,617;4,22;2,317;4,333;0
5,541;1962,215;132,375;12,009;0,622;0,902;0,191;0,662;0,584;0,939;0,934;0,996;0,986;-0,575;0,848;0,076;1,641;0,688;1,578;0,933;0,829;3,283;1,337;3,158;0
8,479;1905,12;138,959;16,819;0,41;0,952;0,182;0,695;0,376;0,931;0,927;0,997;0,986;-0,673;0,945;0,102;2,092;0,498;2,216;0,971;0,7;4,184;1,963;4,307;0
7,216;1788,088;131,327;14,752;0,865;0,889;0,318;0,999;0,762;0,891;0,881;0,994;0,976;-0,49;0,884;0,134;1,935;0,52;2,36;0,916;0,719;3,87;1,935;3,904;0
9,655;2019,496;144,177;18,552;0,858;0,912;0,372;1,136;0,717;0,863;0,853;0,994;0,972;-0,497;0,924;0,181;2,287;0,393;2,92;0,93;0,622;4,574;2,402;4,853;0
7,485;1790,868;132,974;15,326;0,712;0,911;0,278;0,919;0,633;0,902;0,894;0,995;0,979;-0,539;0,898;0,124;1,957;0,544;2,233;0,939;0,736;3,915;1,851;4,009;0
5,036;1373,259;100,741;10,192;0,675;0,876;0,238;0,812;0,617;0,918;0,912;0,995;0,982;-0,485;0,834;0,109;1,63;0,61;1,868;0,908;0,779;3,26;1,562;2,717;0
7,39;1994,319;142,183;15,408;0,829;0,898;0,307;0,974;0,733;0,895;0,886;0,994;0,977;-0,494;0,879;0,126;1,935;0,542;2,269;0,921;0,734;3,871;1,859;4,059;0
10,332;2106,027;149,602;20,214;0,821;0,922;0,351;1,089;0,696;0,874;0,863;0,994;0,973;-0,529;0,923;0,155;2,342;0,452;2,658;0,955;0,669;4,683;2,166;5,259;0
7,753;2083,821;147,963;16,121;0,743;0,912;0,294;0,959;0,655;0,895;0,887;0,995;0,978;-0,505;0,888;0,135;1,977;0,523;2,315;0,93;0,721;3,954;1,919;4,216;0
9,884;2636,071;177,095;20,005;0,753;0,927;0,287;0,939;0,668;0,895;0,889;0,995;0,978;-0,564;0,934;0,151;2,252;0,432;2,632;0,947;0,652;4,504;2,256;5,19;0
7,924;2124,338;150,986;16,503;0,743;0,914;0,294;0,958;0,655;0,895;0,887;0,995;0,978;-0,51;0,892;0,135;1,996;0,52;2,332;0,931;0,719;3,992;1,935;4,312;0
8,475;2064,376;148,558;17,255;0,829;0,908;0,35;1,084;0,705;0,876;0,865;0,994;0,973;-0,482;0,896;0,148;2,09;0,483;2,566;0,926;0,693;4,18;2,087;4,521;0
10,283;2425,296;170,062;20,788;1,273;0,885;0,464;1,28;1,054;0,846;0,831;0,991;0,966;-0,435;0,897;0,17;2,325;0,412;2,96;0,91;0,639;4,649;2,356;5,515;0
10,64;2440,509;170,232;21,126;0,851;0,923;0,387;1,169;0,699;0,858;0,846;0,994;0,97;-0,485;0,919;0,179;2,36;0,401;2,928;0,936;0,629;4,721;2,391;5,494;0
7,888;1714,807;128,234;15,639;0,807;0,902;0,332;1,049;0,695;0,879;0,87;0,994;0,975;-0,482;0,895;0,159;2,045;0,464;2,552;0,924;0,678;4,089;2,102;4,111;0
8,827;2027,078;147,415;17,795;0,874;0,906;0,341;1,06;0,756;0,878;0,869;0,994;0,974;-0,495;0,904;0,16;2,144;0,457;2,605;0,931;0,672;4,288;2,15;4,667;0
11,886;2816,553;194,774;24,045;1,774;0,863;0,621;1,515;1,384;0,804;0,782;0,987;0,954;-0,369;0,883;0,183;2,514;0,357;3,361;0,88;0,594;5,027;2,607;6,455;0
8,435;1892,272;140,918;17,074;0,852;0,905;0,343;1,066;0,732;0,878;0,868;0,994;0,974;-0,486;0,896;0,152;2,093;0,479;2,541;0,928;0,689;4,186;2,078;4,481;0
9,681;2161,863;158,622;19,559;1,099;0,894;0,436;1,24;0,906;0,85;0,836;0,992;0,967;-0,437;0,895;0,171;2,251;0,424;2,897;0,913;0,648;4,502;2,317;5,164;1
9,426;1838,397;136,166;18,108;0,844;0,911;0,386;1,169;0,693;0,856;0,845;0,994;0,97;-0,466;0,91;0,191;2,261;0,39;2,907;0,928;0,619;4,521;2,376;4,738;0
11,692;2305,42;161,053;22,433;1,073;0,909;0,448;1,272;0,869;0,841;0,827;0,992;0,966;-0,468;0,922;0,191;2,52;0,368;3,118;0,931;0,602;5,041;2,51;5,876;0
7,908;2477,283;169,392;17,017;0,86;0,904;0,306;0,968;0,764;0,896;0,887;0,994;0,977;-0,497;0,883;0,13;1,967;0,533;2,299;0,925;0,728;3,934;1,9;4,469;0
6,777;2041,636;142,847;14,429;0,645;0,914;0,239;0,817;0,587;0,917;0,911;0,996;0,982;-0,544;0,876;0,105;1,825;0,602;1,961;0,936;0,775;3,65;1,64;3,769;0
7,89;2366,842;163,48;16,813;0,791;0,91;0,286;0,926;0,707;0,901;0,894;0,995;0,979;-0,52;0,891;0,128;1,971;0,534;2,267;0,932;0,729;3,942;1,892;4,401;0
5,755;1950,968;133,37;12,391;0,616;0,905;0,207;0,725;0,572;0,93;0,925;0,996;0,985;-0,541;0,848;0,091;1,677;0,65;1,724;0,929;0,805;3,353;1,457;3,252;0
7,984;2419,411;166,09;17,017;0,811;0,909;0,304;0,972;0,717;0,894;0,886;0,994;0,977;-0,5;0,886;0,132;1,983;0,527;2,324;0,928;0,724;3,966;1,921;4,457;0
8,531;2665,562;179,474;18,292;1,017;0,895;0,361;1,079;0,883;0,879;0,868;0,993;0,973;-0,467;0,88;0,14;2,052;0,504;2,466;0,912;0,708;4,105;2,008;4,827;0
8,333;2465,393;169,704;17,684;0,738;0,92;0,298;0,968;0,648;0,894;0,886;0,995;0,978;-0,512;0,895;0,134;2,024;0,521;2,353;0,934;0,72;4,048;1,95;4,606;0
9,64;2971,775;196,27;20,301;0,715;0,932;0,268;0,892;0,641;0,903;0,897;0,995;0,98;-0,568;0,927;0,141;2,178;0,461;2,49;0,949;0,674;4,356;2,148;5,254;0
8,375;2299,954;160,583;17,564;0,854;0,907;0,312;0,987;0,754;0,892;0,883;0,994;0,977;-0,508;0,893;0,136;2,049;0,516;2,36;0,931;0,716;4,098;1,949;4,605;0
8,197;2226,218;157,107;17,127;0,726;0,919;0,29;0,953;0,64;0,896;0,888;0,995;0,978;-0,517;0,897;0,137;2,024;0,515;2,343;0,935;0,715;4,048;1,95;4,463;0
10,348;2657,913;182,59;21,236;0,793;0,928;0,334;1,055;0,679;0,878;0,869;0,994;0,975;-0,522;0,92;0,159;2,289;0,448;2,67;0,945;0,666;4,577;2,212;5,507;0
10,616;2841,3;190,534;21,787;0,672;0,94;0,254;0,863;0,605;0,907;0,902;0,995;0,981;-0,596;0,937;0,135;2,31;0,45;2,491;0,955;0,665;4,62;2,162;5,615;0
7,861;2289,352;160,289;16,737;0,667;0,923;0,267;0,898;0,594;0,904;0,897;0,995;0,98;-0,529;0,889;0,125;1,96;0,55;2,185;0,939;0,74;3,921;1,825;4,351;0
8,67;2403,113;168,729;18,383;0,748;0,922;0,283;0,927;0,666;0,901;0,893;0,995;0,979;-0,54;0,902;0,127;2,064;0,534;2,277;0,942;0,728;4,128;1,895;4,783;0
11,091;2597,183;176,81;21,924;0,629;0,944;0,277;0,933;0,55;0,894;0,888;0,996;0,979;-0,579;0,942;0,159;2,402;0,406;2,705;0,957;0,63;4,803;2,333;5,638;0
10,462;3100,91;204,432;22,017;0,765;0,933;0,259;0,857;0,695;0,91;0,904;0,995;0,981;-0,594;0,933;0,128;2,269;0,468;2,433;0,952;0,68;4,538;2,107;5,695;0
7,625;2230,879;156,885;16,29;0,619;0,927;0,243;0,841;0,559;0,913;0,906;0,996;0,982;-0,549;0,889;0,116;1,926;0,571;2,075;0,944;0,754;3,851;1,745;4,227;0
8,393;2482,358;170,779;17,881;0,706;0,924;0,274;0,911;0,63;0,902;0,895;0,995;0,979;-0,538;0,899;0,128;2,025;0,535;2,251;0,942;0,729;4,049;1,883;4,647;0
8,109;1806,799;133,088;15,999;0,754;0,91;0,331;1,054;0,642;0,877;0,868;0,995;0,975;-0,492;0,905;0,164;2,073;0,451;2,641;0,929;0,668;4,146;2,184;4,188;0
41,781;875,136;-91,27;12,42;1,342;0,805;0,294;0,669;1,254;0,933;0,927;0,983;0,974;-0,485;0,756;0,056;6,246;0,691;1,333;0,846;0,829;12,492;1,167;3,441;0
7,681;1633,17;123,584;15,089;0,803;0,899;0,347;1,085;0,681;0,873;0,863;0,994;0,974;-0,47;0,894;0,162;2,027;0,46;2,624;0,919;0,675;4,055;2,147;3,973;0
7,371;1549,667;117,539;14,297;0,841;0,889;0,362;1,115;0,708;0,868;0,857;0,994;0,972;-0,449;0,887;0,171;2,002;0,442;2,685;0,907;0,661;4,004;2,191;3,784;0
7,508;2628,352;174,418;16,472;0,511;0,94;0,199;0,728;0,47;0,928;0,923;0,996;0,985;-0,593;0,892;0,099;1,876;0,608;1,888;0,953;0,778;3,751;1,62;4,246;0
9,535;3295,462;216,712;21,434;1,5;0,869;0,421;1,125;1,32;0,878;0,865;0,99;0,97;-0,454;0,869;0,112;2,133;0,539;2,399;0,903;0,733;4,267;1,907;5,733;0
8,592;2878,888;190,949;18,79;0,608;0,937;0,233;0,81;0,552;0,917;0,911;0,996;0,983;-0,584;0,904;0,109;2,011;0,574;2,064;0,953;0,756;4,023;1,751;4,849;0
12,851;2194,108;144,883;21,406;1,505;0,869;0,709;1,657;0,995;0,742;0,718;0,989;0,946;-0,335;0,899;0,307;2,806;0,168;4,171;0,884;0,392;5,613;3,225;5,728;0
6,577;1766,187;125,357;13,234;0,896;0,873;0,35;1,081;0,771;0,874;0,865;0,994;0,974;-0,42;0,855;0,166;1,869;0,467;2,493;0,894;0,679;3,738;2,038;3,533;0
6,527;1836,459;130,02;13,512;1,06;0,855;0,379;1,115;0,914;0,874;0,862;0,993;0,972;-0,4;0,834;0,139;1,848;0,516;2,399;0,872;0,716;3,696;1,919;3,643;0
12,001;2603,629;168,076;21,856;1,507;0,871;0,623;1,549;1,111;0,785;0,763;0,989;0,953;-0,37;0,901;0,241;2,629;0,258;3,727;0,885;0,499;5,259;2,909;5,841;0
6,258;1839,526;128,365;12,969;0,839;0,879;0,31;0,984;0,741;0,892;0,884;0,994;0,977;-0,444;0,845;0,135;1,796;0,542;2,213;0,898;0,734;3,592;1,815;3,452;0
8,514;2116,378;146,608;16,839;1,626;0,824;0,592;1,48;1,271;0,809;0,788;0,988;0,956;-0,325;0,839;0,185;2,171;0,372;3,157;0,836;0,606;4,341;2,445;4,616;0
6,714;1855,26;130,368;13,618;0,856;0,882;0,34;1,061;0,739;0,878;0,869;0,994;0,974;-0,432;0,861;0,16;1,877;0,477;2,462;0,899;0,687;3,754;2,016;3,619;0
10,425;2364,611;158,753;19,51;0,773;0,924;0,359;1,11;0,641;0,86;0,852;0,994;0,972;-0,508;0,937;0,209;2,396;0,316;3,12;0,934;0,551;4,792;2,628;5,071;0
6,321;1589,81;116,17;12,621;0,75;0,888;0,303;0,982;0,656;0,891;0,883;0,995;0,977;-0,469;0,871;0,143;1,831;0,513;2,334;0,905;0,713;3,662;1,928;3,343;0
6,837;1594,52;116,668;13,345;0,742;0,895;0,313;1,009;0,642;0,886;0,877;0,995;0,976;-0,49;0,894;0,152;1,92;0,478;2,49;0,913;0,688;3,84;2,06;3,522;0
8,861;1770,309;128,409;16,612;0,902;0,897;0,41;1,212;0,731;0,846;0,835;0,993;0,968;-0,44;0,904;0,21;2,221;0,357;3,047;0,912;0,591;4,442;2,49;4,379;0
8,274;1786,097;131,572;16,046;0,832;0,901;0,37;1,133;0,693;0,862;0,852;0,994;0,972;-0,46;0,902;0,185;2,114;0,406;2,829;0,916;0,632;4,229;2,324;4,22;0
5,635;1486,35;109,112;11,432;0,627;0,896;0,232;0,805;0,571;0,918;0,912;0,996;0,983;-0,518;0,862;0,11;1,713;0,589;1,955;0,919;0,766;3,426;1,65;3,015;0
7,658;2134,97;152,024;16,203;0,843;0,901;0,299;0,951;0,751;0,899;0,89;0,994;0,978;-0,508;0,885;0,124;1,954;0,545;2,255;0,925;0,737;3,908;1,861;4,262;0
8,109;2006,252;143,175;16,455;0,787;0,909;0,325;1,031;0,679;0,884;0,874;0,994;0,975;-0,499;0,897;0,144;2,047;0,496;2,472;0,929;0,702;4,095;2,028;4,311;0
8,284;2062,772;149,419;16,995;0,736;0,917;0,306;0,995;0,641;0,888;0,88;0,995;0,977;-0,507;0,901;0,151;2,054;0,484;2,47;0,939;0,693;4,108;2,055;4,433;0
9,086;2287,137;161,424;18,45;0,599;0,937;0,26;0,895;0,529;0,9;0,895;0,996;0,98;-0,567;0,928;0,15;2,15;0,453;2,502;0,954;0,668;4,3;2,155;4,762;0
9,471;2735,342;186,874;20,222;1,439;0,867;0,472;1,259;1,213;0,853;0,837;0,99;0,966;-0,416;0,871;0,141;2,185;0,472;2,716;0,892;0,685;4,371;2,148;5,415;0
7,295;1945,325;141,617;15,264;0,658;0,917;0,266;0,899;0,586;0,904;0,897;0,995;0,98;-0,522;0,886;0,128;1,909;0,548;2,183;0,939;0,738;3,818;1,824;3,981;0
8,798;2186,28;158,003;18,108;0,804;0,915;0,336;1,058;0,689;0,878;0,869;0,994;0,974;-0,491;0,901;0,157;2,115;0,468;2,582;0,934;0,681;4,23;2,125;4,728;0
9,043;2345,482;164,991;18,803;1,31;0,87;0,466;1,265;1,092;0,851;0,834;0,991;0,966;-0,414;0,872;0,148;2,161;0,464;2,743;0,894;0,679;4,322;2,167;5,028;0
12,936;2313,821;156,323;23,321;0,662;0,945;0,335;1,066;0,546;0,865;0,858;0,995;0,974;-0,549;0,954;0,21;2,696;0,293;3,213;0,958;0,528;5,393;2,757;5,996;0
7,181;2070,969;147,571;15,277;0,709;0,911;0,26;0,871;0,64;0,909;0,902;0,995;0,981;-0,524;0,88;0,12;1,881;0,565;2,106;0,937;0,75;3,762;1,763;3,997;0
7,985;2124,735;153,436;16,779;0,819;0,907;0,312;0,994;0,719;0,89;0,882;0,994;0,977;-0,495;0,887;0,138;1,999;0,518;2,36;0,931;0,718;3,997;1,944;4,399;0
8,696;2061,751;151,51;18,079;0,697;0,926;0,266;0,888;0,624;0,907;0,9;0,995;0,98;-0,569;0,905;0,116;2,086;0,557;2,153;0,957;0,745;4,171;1,788;4,694;0
8,488;2841,511;183,014;18,307;1,745;0,826;0,486;1,239;1,506;0,859;0,843;0,989;0,966;-0,412;0,857;0,127;2,085;0,498;2,572;0,874;0,704;4,17;2,024;5,013;0
7,929;1871,986;140,433;16,471;0,796;0,908;0,287;0,925;0,712;0,902;0,894;0,995;0,979;-0,532;0,893;0,12;2,002;0,552;2,206;0,94;0,741;4,005;1,821;4,317;0
6,993;1885,818;139,731;15,072;0,693;0,912;0,227;0,763;0,64;0,926;0,92;0,995;0,983;-0,576;0,867;0,086;1,843;0,654;1,73;0,955;0,808;3,687;1,434;3,941;0
10,873;2807,954;198,744;23,428;0,858;0,929;0,294;0,93;0,77;0,903;0,894;0,994;0,978;-0,56;0,902;0,113;2,287;0,558;2,165;0,962;0,745;4,574;1,781;6,071;1
6,7;1861,027;137,417;14,493;0,66;0,913;0,213;0,726;0,613;0,931;0,925;0,996;0,984;-0,583;0,862;0,081;1,8;0,669;1,657;0,953;0,817;3,601;1,38;3,788;0
8,171;2030,842;150,302;17,299;0,778;0,914;0,272;0,884;0,702;0,909;0,901;0,995;0,98;-0,556;0,891;0,107;2,01;0,586;2,056;0,952;0,764;4,02;1,693;4,519;0
8,056;2613,904;178,225;17,406;0,762;0,916;0,258;0,853;0,693;0,911;0,905;0,995;0,981;-0,555;0,909;0,122;1,974;0,519;2,29;0,935;0,718;3,947;1,955;4,542;1
6,924;1397,971;106,866;13,19;0,937;0,867;0,386;1,158;0,786;0,862;0,85;0,993;0,971;-0,421;0,874;0,175;1,965;0,431;2,715;0,889;0,652;3,93;2,195;3,532;0
5,979;1494,897;112,478;12,198;0,81;0,875;0,291;0,933;0,724;0,901;0,893;0,994;0,978;-0,475;0,856;0,12;1,77;0,568;2,13;0,906;0,752;3,54;1,747;3,252;0
5,683;1389,245;104,765;11,416;0,721;0,881;0,261;0,869;0,652;0,91;0,903;0,995;0,981;-0,5;0,862;0,116;1,735;0,574;2,05;0,912;0,756;3,47;1,705;3,034;0
5,762;1394,852;105,682;11,619;0,798;0,871;0,291;0,938;0,712;0,9;0,892;0,994;0,978;-0,464;0,848;0,122;1,749;0,568;2,113;0,902;0,752;3,497;1,731;3,104;0
7,205;2108,347;149,627;15,296;0,863;0,893;0,312;0,979;0,764;0,895;0,885;0,994;0,977;-0,486;0,876;0,126;1,897;0,544;2,282;0,912;0,736;3,793;1,871;4,04;1
6,25;1674,78;121,796;12,796;0,806;0,881;0,297;0,956;0,716;0,896;0,888;0,994;0,978;-0,466;0,861;0,134;1,803;0,533;2,235;0,906;0,728;3,607;1,848;3,401;0
7,842;2382,42;165,529;16,885;0,868;0,902;0,309;0,973;0,77;0,895;0,886;0,994;0,977;-0,495;0,88;0,126;1,959;0,544;2,271;0,925;0,736;3,918;1,866;4,438;0
7,996;2335,304;163,053;17,008;0,774;0,913;0,3;0,969;0,682;0,895;0,886;0,995;0,977;-0,504;0,887;0,131;1,984;0,531;2,309;0,931;0,727;3,969;1,906;4,446;0
7,173;2366,277;162,458;15,752;0,736;0,911;0,246;0,817;0,674;0,918;0,911;0,995;0,982;-0,544;0,874;0,1;1,849;0,614;1,933;0,936;0,782;3,698;1,613;4,122;0
9,287;3194,245;207,957;20,27;0,746;0,929;0,24;0,801;0,686;0,919;0,914;0,995;0,982;-0,598;0,922;0,112;2,099;0,523;2,233;0,949;0,72;4,198;1,932;5,254;0
12,024;3262,932;213,888;24,989;1,558;0,883;0,486;1,281;1,316;0,849;0,833;0,99;0,965;-0,463;0,909;0,154;2,483;0,425;2,928;0,917;0,649;4,967;2,324;6,637;0
6,19;1645,661;120,534;12,745;0,784;0,884;0,284;0,924;0,701;0,902;0,894;0,995;0,979;-0,48;0,86;0,125;1,789;0,56;2,138;0,912;0,746;3,577;1,766;3,382;0
6,762;1719,7;126,013;13,791;0,726;0,9;0,281;0,927;0,646;0,9;0,893;0,995;0,979;-0,507;0,883;0,131;1,87;0,534;2,244;0,924;0,728;3,739;1,866;3,629;0
6,479;1577,1;118,495;13,143;0,656;0,905;0,26;0,882;0,588;0,907;0,9;0,995;0,98;-0,524;0,884;0,124;1,832;0,551;2,157;0,929;0,74;3,665;1,802;3,45;0
7,241;1900,372;136,531;14,806;0,828;0,894;0,331;1,043;0,716;0,881;0,872;0,994;0,975;-0,457;0,875;0,155;1,936;0,485;2,459;0,913;0,693;3,871;2,02;3,908;0
6,986;1938,872;138,275;14,545;0,786;0,897;0,297;0,959;0,696;0,896;0,888;0,995;0,978;-0,485;0,874;0,134;1,883;0,532;2,266;0,917;0,727;3,766;1,873;3,833;0
8,312;2152,368;152,819;16,977;0,911;0,898;0,353;1,084;0,784;0,874;0,865;0,994;0,973;-0,467;0,894;0,166;2,073;0,445;2,656;0,918;0,663;4,145;2,186;4,472;0
6,435;1758,471;127,507;13,351;0,768;0,891;0,288;0,937;0,683;0,899;0,891;0,995;0,978;-0,476;0,861;0,129;1,814;0,551;2,174;0,914;0,74;3,627;1,795;3,53;0
8,6;2113,686;150,603;17,283;0,794;0,912;0,335;1,058;0,679;0,876;0,867;0,994;0,974;-0,488;0,906;0,171;2,116;0,431;2,686;0,929;0,652;4,232;2,231;4,519;0
6,975;1899,368;136,407;14,558;0,778;0,899;0,282;0,917;0,697;0,903;0,895;0,995;0,979;-0,507;0,877;0,122;1,879;0,555;2,174;0,923;0,743;3,758;1,801;3,834;0
5,831;1481,398;107,964;11,625;0,787;0,873;0,3;0,97;0,695;0,893;0,885;0,995;0,977;-0,446;0,847;0,141;1,767;0,531;2,221;0,898;0,726;3,533;1,831;3,103;0
10,975;3491,812;222,512;22,493;0,581;0,95;0,274;0,932;0,503;0,892;0,887;0,996;0,979;-0,573;0,948;0,166;2,345;0,366;2,858;0,953;0,595;4,689;2,482;5,768;1
9,167;2314,859;159,158;18,361;1,717;0,829;0,598;1,479;1,355;0,811;0,79;0,988;0,956;-0,339;0,85;0,178;2,237;0,378;3,172;0,842;0,611;4,475;2,458;5,019;0
5,935;1506,752;110,235;11,817;0,704;0,888;0,289;0,955;0,619;0,895;0,887;0,995;0,978;-0,462;0,86;0,139;1,777;0,527;2,244;0,902;0,723;3,553;1,854;3,13;0
6,734;1642,779;119,609;13,349;0,749;0,894;0,309;1;0,652;0,887;0,879;0,995;0,977;-0,472;0,881;0,152;1,893;0,483;2,429;0,911;0,691;3,786;2,012;3,525;0
7,42;1798,07;129,477;14,703;0,963;0,877;0,376;1,131;0,818;0,867;0,856;0,993;0,972;-0,437;0,88;0,169;1,996;0,442;2,68;0,896;0,661;3,992;2,179;3,916;0
7,594;2185,165;149,064;15,505;0,733;0,91;0,271;0,9;0,656;0,902;0,896;0,995;0,98;-0,542;0,912;0,139;1,975;0,478;2,406;0,929;0,687;3,95;2,054;4,059;0
7,76;2183,462;148,757;15,656;0,728;0,911;0,273;0,906;0,65;0,901;0,895;0,995;0,979;-0,548;0,919;0,143;2,007;0,456;2,483;0,93;0,67;4,014;2,126;4,096;0
7,605;3411,466;206,089;17,082;0,867;0,903;0,256;0,824;0,798;0,917;0,911;0,995;0,982;-0,539;0,879;0,107;1,884;0,573;2,027;0,918;0,755;3,769;1,723;4,487;0
7,696;1913,084;137,064;15,445;1,001;0,878;0,392;1,157;0,844;0,864;0,852;0,993;0,971;-0,435;0,879;0,16;2,021;0,454;2,686;0,893;0,671;4,042;2,166;4,111;0
6,746;1627,242;121,587;13,681;0,884;0,879;0,336;1,042;0,769;0,884;0,874;0,994;0,975;-0,451;0,864;0,139;1,883;0,515;2,37;0,902;0,716;3,767;1,926;3,641;0
6,739;1645,519;121,653;13,632;0,757;0,895;0,307;0,99;0,661;0,89;0,882;0,995;0,977;-0,472;0,87;0,139;1,876;0,522;2,302;0,915;0,72;3,753;1,891;3,597;0
13,805;3558,993;227,754;26,944;0,686;0,95;0,323;1,04;0,579;0,874;0,867;0,995;0,975;-0,569;0,959;0,187;2,691;0,311;3,191;0,955;0,546;5,382;2,738;6,907;1
9,236;2103,341;150,367;18,343;0,977;0,899;0,396;1,172;0,818;0,86;0,848;0,993;0,97;-0,466;0,905;0,17;2,212;0,423;2,829;0,918;0,647;4,425;2,292;4,83;0
6,592;1621,077;119,306;13,305;0,771;0,89;0,285;0,932;0,688;0,899;0,892;0,995;0,979;-0,494;0,877;0,135;1,86;0,524;2,243;0,92;0,721;3,719;1,869;3,519;0
7,034;1682,162;124,124;14,183;0,965;0,873;0,361;1,09;0,833;0,876;0,865;0,993;0,973;-0,439;0,865;0,149;1,931;0,492;2,475;0,899;0,699;3,863;2,003;3,787;0
8,875;2180,615;151,914;17,614;0,832;0,91;0,322;1,018;0,724;0,882;0,875;0,994;0,976;-0,516;0,919;0,168;2,163;0,416;2,692;0,932;0,639;4,326;2,272;4,611;0
8,014;1717,021;127,011;15,68;0,994;0,881;0,404;1,189;0,828;0,858;0,845;0,993;0,969;-0,43;0,882;0,171;2,084;0,431;2,769;0,901;0,653;4,168;2,227;4,169;0
8,801;1875,798;138,248;17,44;1,316;0,86;0,503;1,34;1,061;0,835;0,817;0,99;0,963;-0,39;0,869;0,163;2,184;0,426;2,921;0,882;0,65;4,368;2,289;4,689;0
8,678;1882,195;137,966;17,081;0,835;0,907;0,354;1,099;0,707;0,87;0,861;0,994;0,973;-0,48;0,905;0,171;2,149;0,428;2,722;0,926;0,65;4,297;2,237;4,479;0
